time,temperature,humidity,windspeed,uvindex,devicename
04/11/2022 02:40:00,4.7,62.66,14.4,0,weather-pro-10
04/11/2022 02:45:00,5.8,63.68,13.6,0,weather-pro-10
04/11/2022 02:50:00,4.6,63.71,13.9,0,weather-pro-10
04/11/2022 02:55:00,5.5,63.48,14.6,0,weather-pro-10
04/11/2022 03:00:00,5,65.17,18.4,0,weather-pro-10
04/11/2022 03:05:00,5.1,65.94,18,0,weather-pro-10
04/11/2022 03:10:00,5.6,65.44,18,0,weather-pro-10
04/11/2022 03:15:00,5.1,65.89,19.2,0,weather-pro-10
04/11/2022 03:20:00,5.4,65.56,17.4,0,weather-pro-10
04/11/2022 03:25:00,5.8,64.42,18.1,0,weather-pro-10
04/11/2022 03:30:00,5.1,64.39,18.7,0,weather-pro-10
04/11/2022 03:35:00,5,64.91,17.7,0,weather-pro-10
04/11/2022 03:40:00,5.4,65.82,18.2,0,weather-pro-10
04/11/2022 03:45:00,4.9,64.59,17.8,0,weather-pro-10
04/11/2022 03:50:00,5.6,65.45,19.1,0,weather-pro-10
04/11/2022 03:55:00,5.4,65.44,18.7,0,weather-pro-10
04/11/2022 04:00:00,5,60.56,22.3,0,weather-pro-10
04/11/2022 04:05:00,5.2,60.28,22.5,0,weather-pro-10
04/11/2022 04:10:00,4.3,61.36,22.7,0,weather-pro-10
04/11/2022 04:15:00,4.4,59.68,22,0,weather-pro-10
04/11/2022 04:20:00,5,61.26,23,0,weather-pro-10
04/11/2022 04:25:00,4.9,59.91,22.5,0,weather-pro-10
04/11/2022 04:30:00,5,60.37,21.9,0,weather-pro-10
04/11/2022 04:35:00,4.6,61.29,21.6,0,weather-pro-10
04/11/2022 04:40:00,4.9,61.15,23.3,0,weather-pro-10
04/11/2022 04:45:00,5.5,60.47,22.8,0,weather-pro-10
04/11/2022 04:50:00,4.2,59.99,22.3,0,weather-pro-10
04/11/2022 04:55:00,5.7,60.58,22,0,weather-pro-10
04/11/2022 05:00:00,4.8,64.79,12.5,0,weather-pro-10
04/11/2022 05:05:00,5.3,65.52,13.3,0,weather-pro-10
04/11/2022 05:10:00,3.8,65.11,11.6,0,weather-pro-10
04/11/2022 05:15:00,3.9,65.12,13,0,weather-pro-10
04/11/2022 05:20:00,5.3,64.36,12.3,0,weather-pro-10
04/11/2022 05:25:00,3.9,65.08,12.7,0,weather-pro-10
04/11/2022 05:30:00,4,63.99,13.2,0,weather-pro-10
04/11/2022 05:35:00,5.1,65.13,12.3,0,weather-pro-10
04/11/2022 05:40:00,3.9,63.83,13.2,0,weather-pro-10
04/11/2022 05:45:00,5.7,65.12,12.5,0,weather-pro-10
04/11/2022 05:50:00,5.3,64.96,12.1,0,weather-pro-10
04/11/2022 05:55:00,5.2,64.54,12,0,weather-pro-10
04/11/2022 06:00:00,4,64.94,22.3,0,weather-pro-10
04/11/2022 06:05:00,4.6,64.9,21.6,0,weather-pro-10
04/11/2022 06:10:00,4.8,65.49,23,0,weather-pro-10
04/11/2022 06:15:00,3,65.89,22.4,0,weather-pro-10
04/11/2022 06:20:00,3.5,64.25,22.3,0,weather-pro-10
04/11/2022 06:25:00,4.6,65.46,23.2,0,weather-pro-10
04/11/2022 06:30:00,4.6,65.52,21.7,0,weather-pro-10
04/11/2022 06:35:00,3.7,65.51,22.9,0,weather-pro-10
04/11/2022 06:40:00,4.7,65.88,22.5,0,weather-pro-10
04/11/2022 06:45:00,4.1,64.04,21.4,0,weather-pro-10
04/11/2022 06:50:00,3.3,65.84,22.3,0,weather-pro-10
04/11/2022 06:55:00,3.2,64.74,21.4,0,weather-pro-10
04/11/2022 07:00:00,4,64.94,11.2,1,weather-pro-10
04/11/2022 07:05:00,3.2,65.46,11.5,1,weather-pro-10
04/11/2022 07:10:00,3.9,64.36,11,1,weather-pro-10
04/11/2022 07:15:00,3.5,64.43,10.2,1,weather-pro-10
04/11/2022 07:20:00,5,65.41,11.6,1,weather-pro-10
04/11/2022 07:25:00,3.7,65.36,10.4,1,weather-pro-10
04/11/2022 07:30:00,3.2,65.66,12,1,weather-pro-10
04/11/2022 07:35:00,3.5,65.71,11.3,1,weather-pro-10
04/11/2022 07:40:00,4.5,64.06,11.9,1,weather-pro-10
04/11/2022 07:45:00,3.3,64.2,10.8,1,weather-pro-10
04/11/2022 07:50:00,4.2,63.96,10.3,1,weather-pro-10
04/11/2022 07:55:00,3.1,65.16,10.7,1,weather-pro-10
04/11/2022 08:00:00,4.1,69.15,16.5,1,weather-pro-10
04/11/2022 08:05:00,3.6,68.42,16.2,1,weather-pro-10
04/11/2022 08:10:00,3.7,69.13,17.3,1,weather-pro-10
04/11/2022 08:15:00,4.9,68.35,17,1,weather-pro-10
04/11/2022 08:20:00,4.4,69.49,16.9,1,weather-pro-10
04/11/2022 08:25:00,3.9,68.35,17,1,weather-pro-10
04/11/2022 08:30:00,4,69.35,15.8,1,weather-pro-10
04/11/2022 08:35:00,4.4,69.48,17.2,1,weather-pro-10
04/11/2022 08:40:00,4.3,70.14,16.2,1,weather-pro-10
04/11/2022 08:45:00,4.2,68.71,17.3,1,weather-pro-10
04/11/2022 08:50:00,3.4,69.68,15.5,1,weather-pro-10
04/11/2022 08:55:00,3.9,68.91,15.7,1,weather-pro-10
04/11/2022 09:00:00,6,60.81,27.7,3,weather-pro-10
04/11/2022 09:05:00,5.7,59.9,27,3,weather-pro-10
04/11/2022 09:10:00,6.8,61.5,27.7,3,weather-pro-10
04/11/2022 09:15:00,6.9,61.61,27.1,3,weather-pro-10
04/11/2022 09:20:00,6.3,60.27,27.4,3,weather-pro-10
04/11/2022 09:25:00,6.5,61.67,28.3,3,weather-pro-10
04/11/2022 09:30:00,6.5,61.76,28,3,weather-pro-10
04/11/2022 09:35:00,5.2,61.23,28,3,weather-pro-10
04/11/2022 09:40:00,6,61.72,27.1,3,weather-pro-10
04/11/2022 09:45:00,6,60.84,28.1,3,weather-pro-10
04/11/2022 09:50:00,6,60.51,28,3,weather-pro-10
04/11/2022 09:55:00,5.2,61.56,28.4,3,weather-pro-10
04/11/2022 10:00:00,7,56.76,24.1,4,weather-pro-10
04/11/2022 10:05:00,6.8,56.7,25.1,4,weather-pro-10
04/11/2022 10:10:00,7.2,56.6,23.4,4,weather-pro-10
04/11/2022 10:15:00,6.8,57.44,24.9,4,weather-pro-10
04/11/2022 10:20:00,6.4,56.85,24.6,4,weather-pro-10
04/11/2022 10:25:00,7.4,56.97,23.9,4,weather-pro-10
04/11/2022 10:30:00,7,56.09,25,4,weather-pro-10
04/11/2022 10:35:00,6.6,57.69,23.3,4,weather-pro-10
04/11/2022 10:40:00,6.2,57.73,24.6,4,weather-pro-10
04/11/2022 10:45:00,7.4,57.68,24.1,4,weather-pro-10
04/11/2022 10:50:00,7.6,56.49,24,4,weather-pro-10
04/11/2022 10:55:00,7.2,57.73,24,4,weather-pro-10
04/11/2022 11:00:00,7.3,55.65,18.4,4,weather-pro-10
04/11/2022 11:05:00,7.5,55.24,17.4,4,weather-pro-10
04/11/2022 11:10:00,7.2,54.71,18.7,4,weather-pro-10
04/11/2022 11:15:00,7.3,56.55,19.4,4,weather-pro-10
04/11/2022 11:20:00,7,55.74,19,4,weather-pro-10
04/11/2022 11:25:00,6.4,56.33,19.3,4,weather-pro-10
04/11/2022 11:30:00,6.4,54.73,18,4,weather-pro-10
04/11/2022 11:35:00,6.6,55.55,19.2,4,weather-pro-10
04/11/2022 11:40:00,7.7,56.13,17.6,4,weather-pro-10
04/11/2022 11:45:00,8.2,55.31,19.1,4,weather-pro-10
04/11/2022 11:50:00,7,54.87,18.8,4,weather-pro-10
04/11/2022 11:55:00,8.2,56.38,18.2,4,weather-pro-10
04/11/2022 12:00:00,10,46.33,31.7,5,weather-pro-10
04/11/2022 12:05:00,10.1,46.52,32.3,5,weather-pro-10
04/11/2022 12:10:00,9.1,45.39,31.3,5,weather-pro-10
04/11/2022 12:15:00,10.9,47.02,31.8,5,weather-pro-10
04/11/2022 12:20:00,9.2,46.47,32.6,5,weather-pro-10
04/11/2022 12:25:00,10.7,46.98,32.3,5,weather-pro-10
04/11/2022 12:30:00,10.4,45.91,31.1,5,weather-pro-10
04/11/2022 12:35:00,9.3,46.51,31.7,5,weather-pro-10
04/11/2022 12:40:00,10.3,46.7,31.2,5,weather-pro-10
04/11/2022 12:45:00,10.3,45.67,31.6,5,weather-pro-10
04/11/2022 12:50:00,9.8,46.81,31.2,5,weather-pro-10
04/11/2022 12:55:00,10.5,45.56,32,5,weather-pro-10
04/11/2022 13:00:00,11,40.28,29.5,8,weather-pro-10
04/11/2022 13:05:00,10.3,39.84,29,8,weather-pro-10
04/11/2022 13:10:00,10.2,40.31,28.8,8,weather-pro-10
04/11/2022 13:15:00,10.8,40.6,29.1,8,weather-pro-10
04/11/2022 13:20:00,11.1,40.49,29.4,8,weather-pro-10
04/11/2022 13:25:00,11.2,39.47,30.2,8,weather-pro-10
04/11/2022 13:30:00,10.2,40.02,30.3,8,weather-pro-10
04/11/2022 13:35:00,11.1,40.3,29.5,8,weather-pro-10
04/11/2022 13:40:00,11.2,40.64,29.1,8,weather-pro-10
04/11/2022 13:45:00,10.7,39.94,29.3,8,weather-pro-10
04/11/2022 13:50:00,11.1,39.46,28.6,8,weather-pro-10
04/11/2022 13:55:00,11.7,40.74,28.7,8,weather-pro-10
04/11/2022 14:00:00,9,44.45,16.3,5,weather-pro-10
04/11/2022 14:05:00,8.6,45.04,15.4,5,weather-pro-10
04/11/2022 14:10:00,8.6,44.01,16.4,5,weather-pro-10
04/11/2022 14:15:00,8.7,44.07,15.9,5,weather-pro-10
04/11/2022 14:20:00,8.1,44.33,15.9,5,weather-pro-10
04/11/2022 14:25:00,8.7,44.95,17.2,5,weather-pro-10
04/11/2022 14:30:00,8.4,44.59,15.4,5,weather-pro-10
04/11/2022 14:35:00,8.1,43.54,16.6,5,weather-pro-10
04/11/2022 14:40:00,8.5,43.82,16.9,5,weather-pro-10
04/11/2022 14:45:00,8.9,45.29,17.2,5,weather-pro-10
04/11/2022 14:50:00,8.3,44.3,15.5,5,weather-pro-10
04/11/2022 14:55:00,8.1,45.44,16.2,5,weather-pro-10
04/11/2022 15:00:00,11,32.19,25.9,4,weather-pro-10
04/11/2022 15:05:00,11.6,31.25,25,4,weather-pro-10
04/11/2022 15:10:00,11.6,32.01,26.1,4,weather-pro-10
04/11/2022 15:15:00,11.5,32.62,26.2,4,weather-pro-10
04/11/2022 15:20:00,11.3,33.14,26.7,4,weather-pro-10
04/11/2022 15:25:00,11,31.38,25.5,4,weather-pro-10
04/11/2022 15:30:00,11,32.04,25.2,4,weather-pro-10
04/11/2022 15:35:00,11.3,33.15,25.3,4,weather-pro-10
04/11/2022 15:40:00,10.2,32.5,25.4,4,weather-pro-10
04/11/2022 15:45:00,12,32.66,24.9,4,weather-pro-10
04/11/2022 15:50:00,11.1,32.64,26.2,4,weather-pro-10
04/11/2022 15:55:00,10.5,31.19,25.1,4,weather-pro-10
04/11/2022 16:00:00,12,30.13,25.9,2,weather-pro-10
04/11/2022 16:05:00,12.1,30.42,26,2,weather-pro-10
04/11/2022 16:10:00,12.4,30.88,26.2,2,weather-pro-10
04/11/2022 16:15:00,12.8,29.81,26.5,2,weather-pro-10
04/11/2022 16:20:00,11.5,30.34,25.7,2,weather-pro-10
04/11/2022 16:25:00,11.9,29.17,25.2,2,weather-pro-10
04/11/2022 16:30:00,12.9,29.73,25.2,2,weather-pro-10
04/11/2022 16:35:00,11.9,30.56,25.4,2,weather-pro-10
04/11/2022 16:40:00,11.7,30.48,26,2,weather-pro-10
04/11/2022 16:45:00,11.8,30.33,25.2,2,weather-pro-10
04/11/2022 16:50:00,11,30.5,25,2,weather-pro-10
04/11/2022 16:55:00,12.9,29.6,26.2,2,weather-pro-10
04/11/2022 17:00:00,9.9,33.14,16.5,3,weather-pro-10
04/11/2022 17:05:00,9.5,32.94,16,3,weather-pro-10
04/11/2022 17:10:00,10.6,33.81,16.3,3,weather-pro-10
04/11/2022 17:15:00,9.9,34.05,15.7,3,weather-pro-10
04/11/2022 17:20:00,10.2,33.25,16.6,3,weather-pro-10
04/11/2022 17:25:00,10.5,33.57,16.7,3,weather-pro-10
04/11/2022 17:30:00,9.8,32.75,16.1,3,weather-pro-10
04/11/2022 17:35:00,10.8,33.21,16.3,3,weather-pro-10
04/11/2022 17:40:00,10.2,32.93,15.7,3,weather-pro-10
04/11/2022 17:45:00,9.8,32.91,15.7,3,weather-pro-10
04/11/2022 17:50:00,9.5,33.84,16.7,3,weather-pro-10
04/11/2022 17:55:00,9.9,34.13,16.8,3,weather-pro-10
04/11/2022 18:00:00,11,29.84,25.9,1,weather-pro-10
04/11/2022 18:05:00,10.3,29.24,25.7,1,weather-pro-10
04/11/2022 18:10:00,11.3,29.27,25.2,1,weather-pro-10
04/11/2022 18:15:00,10.2,30.09,26.9,1,weather-pro-10
04/11/2022 18:20:00,10.9,30.8,26.8,1,weather-pro-10
04/11/2022 18:25:00,11.7,30.53,26,1,weather-pro-10
04/11/2022 18:30:00,10.9,30.64,25.5,1,weather-pro-10
04/11/2022 18:35:00,10.2,30.81,25.7,1,weather-pro-10
04/11/2022 18:40:00,11.3,30.84,26.4,1,weather-pro-10
04/11/2022 18:45:00,10.3,30.62,26.5,1,weather-pro-10
04/11/2022 18:50:00,10.5,29.92,25.7,1,weather-pro-10
04/11/2022 18:55:00,10.8,30.47,26,1,weather-pro-10
04/11/2022 19:00:00,9,36.8,14.8,0,weather-pro-10
04/11/2022 19:05:00,9.8,36.73,14.7,0,weather-pro-10
04/11/2022 19:10:00,8.8,37.43,14.1,0,weather-pro-10
04/11/2022 19:15:00,9.8,36.24,14.9,0,weather-pro-10
04/11/2022 19:20:00,9.7,36.39,14.6,0,weather-pro-10
04/11/2022 19:25:00,9.8,36.47,14.2,0,weather-pro-10
04/11/2022 19:30:00,8.4,36.15,15.8,0,weather-pro-10
04/11/2022 19:35:00,8.9,37.24,15.1,0,weather-pro-10
04/11/2022 19:40:00,8.7,37.43,14.2,0,weather-pro-10
04/11/2022 19:45:00,9.1,36.4,15.2,0,weather-pro-10
04/11/2022 19:50:00,9.7,37.64,15.6,0,weather-pro-10
04/11/2022 19:55:00,8.7,36.39,14.6,0,weather-pro-10
04/11/2022 20:00:00,6.7,44.75,0.7,0,weather-pro-10
04/11/2022 20:05:00,6,44.12,0.4,0,weather-pro-10
04/11/2022 20:10:00,7,44.24,1.6,0,weather-pro-10
04/11/2022 20:15:00,6.7,45.6,0,0,weather-pro-10
04/11/2022 20:20:00,6.1,44.16,0.2,0,weather-pro-10
04/11/2022 20:25:00,5.8,44.3,0,0,weather-pro-10
04/11/2022 20:30:00,6.9,44.78,0.2,0,weather-pro-10
04/11/2022 20:35:00,6.6,44.52,0.9,0,weather-pro-10
04/11/2022 20:40:00,7.3,45.52,1.3,0,weather-pro-10
04/11/2022 20:45:00,6.4,44.86,1.5,0,weather-pro-10
04/11/2022 20:50:00,7.5,45.32,1.2,0,weather-pro-10
04/11/2022 20:55:00,6,44.24,0.5,0,weather-pro-10
04/11/2022 21:00:00,5,60.56,1.8,0,weather-pro-10
04/11/2022 21:05:00,5.3,60.48,1.8,0,weather-pro-10
04/11/2022 21:10:00,4.6,61,1,0,weather-pro-10
04/11/2022 21:15:00,5.8,61.14,1.6,0,weather-pro-10
04/11/2022 21:20:00,5.3,61.13,1.3,0,weather-pro-10
04/11/2022 21:25:00,4.2,59.6,1.8,0,weather-pro-10
04/11/2022 21:30:00,4.7,60.65,1.7,0,weather-pro-10
04/11/2022 21:35:00,5.1,60.08,2.4,0,weather-pro-10
04/11/2022 21:40:00,4.2,61.17,2.2,0,weather-pro-10
04/11/2022 21:45:00,5.7,61.28,1.6,0,weather-pro-10
04/11/2022 21:50:00,5.5,60.08,1.3,0,weather-pro-10
04/11/2022 21:55:00,4.3,60.07,1.4,0,weather-pro-10
04/11/2022 22:00:00,4,64.94,3.6,0,weather-pro-10
04/11/2022 22:05:00,4.1,64.02,2.8,0,weather-pro-10
04/11/2022 22:10:00,4.5,65.88,3.7,0,weather-pro-10
04/11/2022 22:15:00,3,65.22,3.2,0,weather-pro-10
04/11/2022 22:20:00,4.8,65.1,2.6,0,weather-pro-10
04/11/2022 22:25:00,3.1,65.41,2.6,0,weather-pro-10
04/11/2022 22:30:00,3.7,65.11,4,0,weather-pro-10
04/11/2022 22:35:00,4.5,64.13,4.4,0,weather-pro-10
04/11/2022 22:40:00,3.5,65.49,4.6,0,weather-pro-10
04/11/2022 22:45:00,3.3,64.85,4.1,0,weather-pro-10
04/11/2022 22:50:00,3.5,64.42,4.3,0,weather-pro-10
04/11/2022 22:55:00,4.1,65.64,2.7,0,weather-pro-10
04/11/2022 23:00:00,1.6,75.92,0.7,0,weather-pro-10
04/11/2022 23:05:00,1.1,76.5,0,0,weather-pro-10
04/11/2022 23:10:00,1.1,76.66,1.3,0,weather-pro-10
04/11/2022 23:15:00,1.3,76.54,1.5,0,weather-pro-10
04/11/2022 23:20:00,0.7,75.01,0.1,0,weather-pro-10
04/11/2022 23:25:00,1.9,75.28,0,0,weather-pro-10
04/11/2022 23:30:00,2.2,75.79,0.5,0,weather-pro-10
04/11/2022 23:35:00,2.4,76.37,0.2,0,weather-pro-10
04/11/2022 23:40:00,1.7,75.82,0.2,0,weather-pro-10
04/11/2022 23:45:00,2.5,75.39,0.7,0,weather-pro-10
04/11/2022 23:50:00,2.5,76.16,0,0,weather-pro-10
04/11/2022 23:55:00,1.7,76.84,0.9,0,weather-pro-10
04/12/2022 00:00:00,3,64.71,11.2,0,weather-pro-10
04/12/2022 00:05:00,2.1,64.07,12.1,0,weather-pro-10
04/12/2022 00:10:00,3.5,64.5,11.2,0,weather-pro-10
04/12/2022 00:15:00,2.8,63.86,11.9,0,weather-pro-10
04/12/2022 00:20:00,3.3,64.88,11.1,0,weather-pro-10
04/12/2022 00:25:00,3.1,64.02,10.5,0,weather-pro-10
04/12/2022 00:30:00,3.1,65.1,10.3,0,weather-pro-10
04/12/2022 00:35:00,2.1,64.95,11.2,0,weather-pro-10
04/12/2022 00:40:00,3.6,64.14,10.2,0,weather-pro-10
04/12/2022 00:45:00,3.5,65.59,10.2,0,weather-pro-10
04/12/2022 00:50:00,3.9,63.92,11.5,0,weather-pro-10
04/12/2022 00:55:00,2.8,64.06,11.2,0,weather-pro-10
04/12/2022 01:00:00,2,69.48,7.6,0,weather-pro-10
04/12/2022 01:05:00,1.3,69.19,6.9,0,weather-pro-10
04/12/2022 01:10:00,2.6,69.69,7.1,0,weather-pro-10
04/12/2022 01:15:00,1.2,70.14,8.3,0,weather-pro-10
04/12/2022 01:20:00,2.8,70.22,7.7,0,weather-pro-10
04/12/2022 01:25:00,1.1,68.58,6.6,0,weather-pro-10
04/12/2022 01:30:00,2.1,68.75,7.2,0,weather-pro-10
04/12/2022 01:35:00,2.1,70.13,8.1,0,weather-pro-10
04/12/2022 01:40:00,1.4,69.79,8.3,0,weather-pro-10
04/12/2022 01:45:00,1.9,69.68,8,0,weather-pro-10
04/12/2022 01:50:00,2.9,68.73,7.2,0,weather-pro-10
04/12/2022 01:55:00,1.1,68.92,8.4,0,weather-pro-10
04/12/2022 02:00:00,-0.8,83.89,6.1,0,weather-pro-10
04/12/2022 02:05:00,-0.7,83.25,6.1,0,weather-pro-10
04/12/2022 02:10:00,-1.5,83.32,6.3,0,weather-pro-10
04/12/2022 02:15:00,-1.7,84.8,5.9,0,weather-pro-10
04/12/2022 02:20:00,-0.1,84.28,6.7,0,weather-pro-10
04/12/2022 02:25:00,0.2,84.3,5.6,0,weather-pro-10
04/12/2022 02:30:00,-1.4,83.85,6.4,0,weather-pro-10
04/12/2022 02:35:00,-0.3,83.6,7,0,weather-pro-10
04/12/2022 02:40:00,-1.3,84.03,6.2,0,weather-pro-10
04/12/2022 02:45:00,-1.2,83.56,5.9,0,weather-pro-10
04/12/2022 02:50:00,-1.7,84.65,7.1,0,weather-pro-10
04/12/2022 02:55:00,-1.4,84.74,5.6,0,weather-pro-10
04/12/2022 03:00:00,1,74.64,5.4,0,weather-pro-10
04/12/2022 03:05:00,0.6,74.48,4.7,0,weather-pro-10
04/12/2022 03:10:00,1.9,75.58,5.6,0,weather-pro-10
04/12/2022 03:15:00,1.1,75.07,6.4,0,weather-pro-10
04/12/2022 03:20:00,0.5,75.62,5.8,0,weather-pro-10
04/12/2022 03:25:00,0.8,75.27,4.7,0,weather-pro-10
04/12/2022 03:30:00,0.6,74.78,4.4,0,weather-pro-10
04/12/2022 03:35:00,1.4,74.48,4.4,0,weather-pro-10
04/12/2022 03:40:00,0.5,75.56,4.6,0,weather-pro-10
04/12/2022 03:45:00,0.4,74.39,5.1,0,weather-pro-10
04/12/2022 03:50:00,1.9,74.04,5.3,0,weather-pro-10
04/12/2022 03:55:00,0.7,74.23,6.2,0,weather-pro-10
04/12/2022 04:00:00,0,80.23,3.6,0,weather-pro-10
04/12/2022 04:05:00,-0.7,80.86,4.3,0,weather-pro-10
04/12/2022 04:10:00,0.5,80.84,2.7,0,weather-pro-10
04/12/2022 04:15:00,-0.2,80.5,4.3,0,weather-pro-10
04/12/2022 04:20:00,0.9,80.17,3.5,0,weather-pro-10
04/12/2022 04:25:00,0.2,80.52,3.7,0,weather-pro-10
04/12/2022 04:30:00,0.3,81.05,3.3,0,weather-pro-10
04/12/2022 04:35:00,-0.3,81.11,2.6,0,weather-pro-10
04/12/2022 04:40:00,0.4,79.97,3.9,0,weather-pro-10
04/12/2022 04:45:00,0.2,80.17,3.3,0,weather-pro-10
04/12/2022 04:50:00,0.8,80.62,4.2,0,weather-pro-10
04/12/2022 04:55:00,0,80.93,3.2,0,weather-pro-10
04/12/2022 05:00:00,-2.4,91.79,3.3,0,weather-pro-10
04/12/2022 05:05:00,-1.9,92.2,3,0,weather-pro-10
04/12/2022 05:10:00,-1.9,91.9,4,0,weather-pro-10
04/12/2022 05:15:00,-2.4,92.58,4.2,0,weather-pro-10
04/12/2022 05:20:00,-1.8,92.13,3.6,0,weather-pro-10
04/12/2022 05:25:00,-3.4,92.78,4.1,0,weather-pro-10
04/12/2022 05:30:00,-3.2,92.31,4.2,0,weather-pro-10
04/12/2022 05:35:00,-1.7,92.77,2.9,0,weather-pro-10
04/12/2022 05:40:00,-2.2,92.09,2.5,0,weather-pro-10
04/12/2022 05:45:00,-2.2,92.22,3.6,0,weather-pro-10
04/12/2022 05:50:00,-2.3,91.36,2.9,0,weather-pro-10
04/12/2022 05:55:00,-2.3,91.42,3,0,weather-pro-10
04/12/2022 06:00:00,-1,80.08,7.6,0,weather-pro-10
04/12/2022 06:05:00,-1.9,80.89,8.6,0,weather-pro-10
04/12/2022 06:10:00,-0.1,80.19,6.8,0,weather-pro-10
04/12/2022 06:15:00,-0.5,80.86,7.8,0,weather-pro-10
04/12/2022 06:20:00,-1.5,79.91,7.8,0,weather-pro-10
04/12/2022 06:25:00,-0.4,80.23,7.5,0,weather-pro-10
04/12/2022 06:30:00,-2,79.41,8.3,0,weather-pro-10
04/12/2022 06:35:00,-0.7,80.49,7.9,0,weather-pro-10
04/12/2022 06:40:00,-1.2,79.24,8.3,0,weather-pro-10
04/12/2022 06:45:00,-0,79.36,7.4,0,weather-pro-10
04/12/2022 06:50:00,-0.9,79.9,7,0,weather-pro-10
04/12/2022 06:55:00,-1.8,79.41,8.2,0,weather-pro-10
04/12/2022 07:00:00,0,80.23,5.4,1,weather-pro-10
04/12/2022 07:05:00,0.4,81.03,4.8,1,weather-pro-10
04/12/2022 07:10:00,0.7,80.39,5.5,1,weather-pro-10
04/12/2022 07:15:00,-0.8,79.76,6.4,1,weather-pro-10
04/12/2022 07:20:00,0.8,79.69,6.2,1,weather-pro-10
04/12/2022 07:25:00,-1,80.39,4.9,1,weather-pro-10
04/12/2022 07:30:00,-1,81.09,5.1,1,weather-pro-10
04/12/2022 07:35:00,-0.3,79.98,5.9,1,weather-pro-10
04/12/2022 07:40:00,-0.3,79.55,5.5,1,weather-pro-10
04/12/2022 07:45:00,0,79.44,5.7,1,weather-pro-10
04/12/2022 07:50:00,0,80.18,6.1,1,weather-pro-10
04/12/2022 07:55:00,-0.7,81.06,6.1,1,weather-pro-10
04/12/2022 08:00:00,1.3,78.42,2.9,3,weather-pro-10
04/12/2022 08:05:00,1.3,77.46,2.2,3,weather-pro-10
04/12/2022 08:10:00,2.1,79.19,2.7,3,weather-pro-10
04/12/2022 08:15:00,1.4,79.26,3.3,3,weather-pro-10
04/12/2022 08:20:00,2,78.52,2.2,3,weather-pro-10
04/12/2022 08:25:00,1.7,78.92,3.1,3,weather-pro-10
04/12/2022 08:30:00,1.4,78.08,1.9,3,weather-pro-10
04/12/2022 08:35:00,1.8,78.99,3.5,3,weather-pro-10
04/12/2022 08:40:00,0.5,77.72,2.7,3,weather-pro-10
04/12/2022 08:45:00,0.8,77.86,2.8,3,weather-pro-10
04/12/2022 08:50:00,1.8,79.37,2.5,3,weather-pro-10
04/12/2022 08:55:00,1.1,78.57,3.4,3,weather-pro-10
04/12/2022 09:00:00,5,60.56,3.6,5,weather-pro-10
04/12/2022 09:05:00,4.6,60.57,3.7,5,weather-pro-10
04/12/2022 09:10:00,4.6,60.58,3.1,5,weather-pro-10
04/12/2022 09:15:00,4,59.82,3.4,5,weather-pro-10
04/12/2022 09:20:00,4.1,59.89,3,5,weather-pro-10
04/12/2022 09:25:00,5.1,61.48,3,5,weather-pro-10
04/12/2022 09:30:00,4.2,60.75,2.7,5,weather-pro-10
04/12/2022 09:35:00,4.9,59.88,2.8,5,weather-pro-10
04/12/2022 09:40:00,5.2,59.82,4.5,5,weather-pro-10
04/12/2022 09:45:00,4.4,60.71,3.7,5,weather-pro-10
04/12/2022 09:50:00,5.8,61.25,2.8,5,weather-pro-10
04/12/2022 09:55:00,5.6,60.8,4.2,5,weather-pro-10
04/12/2022 10:00:00,8,49.27,7.6,6,weather-pro-10
04/12/2022 10:05:00,8.5,49.56,8.6,6,weather-pro-10
04/12/2022 10:10:00,7.7,49.44,7.4,6,weather-pro-10
04/12/2022 10:15:00,7.9,50.18,8.4,6,weather-pro-10
04/12/2022 10:20:00,7.8,48.76,8.4,6,weather-pro-10
04/12/2022 10:25:00,7.4,49.08,7.2,6,weather-pro-10
04/12/2022 10:30:00,8.2,48.8,7.1,6,weather-pro-10
04/12/2022 10:35:00,8.7,48.58,7.6,6,weather-pro-10
04/12/2022 10:40:00,8.6,50.24,8.4,6,weather-pro-10
04/12/2022 10:45:00,7.3,48.46,7.6,6,weather-pro-10
04/12/2022 10:50:00,8.5,48.31,6.8,6,weather-pro-10
04/12/2022 10:55:00,8.4,48.53,8.2,6,weather-pro-10
04/12/2022 11:00:00,11.1,40.25,9.2,7,weather-pro-10
04/12/2022 11:05:00,12,40.79,9.4,7,weather-pro-10
04/12/2022 11:10:00,10.7,41.15,9.8,7,weather-pro-10
04/12/2022 11:15:00,10.9,40.48,9.7,7,weather-pro-10
04/12/2022 11:20:00,10.3,40.38,9.1,7,weather-pro-10
04/12/2022 11:25:00,10.2,39.58,10.1,7,weather-pro-10
04/12/2022 11:30:00,11.6,41.19,8.2,7,weather-pro-10
04/12/2022 11:35:00,10.7,40.17,10.2,7,weather-pro-10
04/12/2022 11:40:00,11,40.19,9.1,7,weather-pro-10
04/12/2022 11:45:00,11.2,40.42,9.7,7,weather-pro-10
04/12/2022 11:50:00,10.4,40.34,8.8,7,weather-pro-10
04/12/2022 11:55:00,10.7,40.06,9.5,7,weather-pro-10
04/12/2022 12:00:00,13,32.79,3.6,5,weather-pro-10
04/12/2022 12:05:00,13.1,33.72,2.6,5,weather-pro-10
04/12/2022 12:10:00,12.3,32.75,4.1,5,weather-pro-10
