time,deviceid,temperature,humidity,windspeed,uvindex
2022-03-22 15:25:00,weather-pro-1,10,34,26,3
2022-03-22 15:30:00,weather-pro-1,10,33,28,3
2022-03-22 15:35:00,weather-pro-1,10,34,27,3
2022-03-22 15:40:00,weather-pro-1,10,35,28,3
2022-03-22 15:45:00,weather-pro-1,10,34,26,3
2022-03-22 15:50:00,weather-pro-1,9,34,26,2
2022-03-22 15:55:00,weather-pro-1,9,34,28,2
2022-03-22 16:00:00,weather-pro-1,9,32,29,2
2022-03-22 16:05:00,weather-pro-1,9,34,30,2
2022-03-22 16:10:00,weather-pro-1,9,34,34,2
2022-03-22 16:15:00,weather-pro-1,9,35,35,2
2022-03-22 16:20:00,weather-pro-1,9,35,36,2
2022-03-22 16:25:00,weather-pro-1,9,36,36,2
2022-03-22 16:30:00,weather-pro-1,9,36,36,2
2022-03-22 16:35:00,weather-pro-1,9,37,36,2
2022-03-22 16:40:00,weather-pro-1,9,38,36,2
2022-03-22 16:45:00,weather-pro-1,8,36,37,2
2022-03-22 16:50:00,weather-pro-1,8,36,37,2
2022-03-22 16:55:00,weather-pro-1,8,37,37,2
2022-03-22 17:00:00,weather-pro-1,8,38,35,2
2022-03-22 17:05:00,weather-pro-1,8,39,34,2
2022-03-22 17:10:00,weather-pro-1,8,40,32,1
2022-03-22 17:15:00,weather-pro-1,8,41,32,1
2022-03-22 17:20:00,weather-pro-1,8,41,30,1
2022-03-22 17:25:00,weather-pro-1,8,41,30,1
2022-03-22 17:30:00,weather-pro-1,8,40,30,1
2022-03-22 17:35:00,weather-pro-1,8,42,30,1
2022-03-22 17:40:00,weather-pro-1,8,42,30,1
2022-03-22 17:45:00,weather-pro-1,7,43,29,1
2022-03-22 17:50:00,weather-pro-1,7,41,28,1
2022-03-22 17:55:00,weather-pro-1,7,41,28,1
2022-03-22 18:00:00,weather-pro-1,7,44,25,1
2022-03-22 18:05:00,weather-pro-1,7,44,23,1
2022-03-22 18:10:00,weather-pro-1,7,45,21,1
2022-03-22 18:15:00,weather-pro-1,6,45,21,0
2022-03-22 18:20:00,weather-pro-1,6,46,20,0
2022-03-22 18:25:00,weather-pro-1,6,48,18,0
2022-03-22 18:30:00,weather-pro-1,6,49,18,0
2022-03-22 18:35:00,weather-pro-1,6,49,17,0
2022-03-22 18:40:00,weather-pro-1,6,50,16,0
2022-03-22 18:45:00,weather-pro-1,6,50,18,0
2022-03-22 18:50:00,weather-pro-1,6,50,16,0
2022-03-22 18:55:00,weather-pro-1,5,49,17,0
2022-03-22 19:00:00,weather-pro-1,5,50,14,0
2022-03-22 19:05:00,weather-pro-1,5,51,14,0
2022-03-22 19:10:00,weather-pro-1,5,54,14,0
2022-03-22 19:15:00,weather-pro-1,5,54,13,0
2022-03-22 19:20:00,weather-pro-1,5,55,14,0
2022-03-22 19:25:00,weather-pro-1,5,55,13,0
2022-03-22 19:30:00,weather-pro-1,5,56,11,0
2022-03-22 19:35:00,weather-pro-1,5,56,13,0
2022-03-22 19:40:00,weather-pro-1,5,56,13,0
2022-03-22 19:45:00,weather-pro-1,5,57,11,0
2022-03-22 19:50:00,weather-pro-1,5,58,12,0
2022-03-22 19:55:00,weather-pro-1,4,57,13,0
2022-03-22 20:00:00,weather-pro-1,4,57,13,0
2022-03-22 20:05:00,weather-pro-1,4,58,12,0
2022-03-22 20:10:00,weather-pro-1,4,58,12,0
2022-03-22 20:15:00,weather-pro-1,4,58,13,0
2022-03-22 20:20:00,weather-pro-1,4,60,13,0
2022-03-22 20:25:00,weather-pro-1,4,61,12,0
2022-03-22 20:30:00,weather-pro-1,4,63,13,0
2022-03-22 20:35:00,weather-pro-1,4,64,10,0
2022-03-22 20:40:00,weather-pro-1,4,64,11,0
2022-03-22 20:45:00,weather-pro-1,3,63,13,0
2022-03-22 20:50:00,weather-pro-1,3,62,13,0
2022-03-22 20:55:00,weather-pro-1,3,61,12,0
2022-03-22 21:00:00,weather-pro-1,3,64,14,0
2022-03-22 21:05:00,weather-pro-1,3,65,14,0
2022-03-22 21:10:00,weather-pro-1,3,65,15,0
2022-03-22 21:15:00,weather-pro-1,3,66,15,0
2022-03-22 21:20:00,weather-pro-1,3,67,15,0
2022-03-22 21:25:00,weather-pro-1,3,68,16,0
2022-03-22 21:30:00,weather-pro-1,3,68,16,0
2022-03-22 21:35:00,weather-pro-1,3,69,17,0
2022-03-22 21:40:00,weather-pro-1,2,69,16,0
2022-03-22 21:45:00,weather-pro-1,2,69,16,0
2022-03-22 21:50:00,weather-pro-1,2,69,16,0
2022-03-22 21:55:00,weather-pro-1,2,68,16,0
2022-03-22 22:00:00,weather-pro-1,2,68,15,0
2022-03-22 22:05:00,weather-pro-1,2,69,15,0
2022-03-22 22:10:00,weather-pro-1,1,69,14,0
2022-03-22 22:15:00,weather-pro-1,1,69,15,0
2022-03-22 22:20:00,weather-pro-1,1,70,15,0
2022-03-22 22:25:00,weather-pro-1,1,70,15,0
2022-03-22 22:30:00,weather-pro-1,1,71,16,0
2022-03-22 22:35:00,weather-pro-1,1,72,16,0
2022-03-22 22:40:00,weather-pro-1,1,73,15,0
2022-03-22 22:45:00,weather-pro-1,1,72,15,0
2022-03-22 22:50:00,weather-pro-1,1,73,15,0
2022-03-22 22:55:00,weather-pro-1,1,73,15,0
2022-03-22 23:00:00,weather-pro-1,1,74,12,0
2022-03-22 23:05:00,weather-pro-1,1,74,13,0
2022-03-22 23:10:00,weather-pro-1,1,73,13,0
2022-03-22 23:15:00,weather-pro-1,1,75,14,0
2022-03-22 23:20:00,weather-pro-1,1,75,14,0
2022-03-22 23:25:00,weather-pro-1,1,74,14,0
2022-03-22 23:30:00,weather-pro-1,1,74,13,0
2022-03-22 23:35:00,weather-pro-1,1,74,13,0
2022-03-22 23:40:00,weather-pro-1,1,74,13,0
2022-03-22 23:45:00,weather-pro-1,1,74,13,0
2022-03-22 23:50:00,weather-pro-1,1,74,14,0
2022-03-22 23:55:00,weather-pro-1,1,74,14,0
2022-03-23 00:00:00,weather-pro-1,0,74,13,0
2022-03-23 00:05:00,weather-pro-1,0,72,12,0
2022-03-23 00:10:00,weather-pro-1,0,72,13,0
2022-03-23 00:15:00,weather-pro-1,0,73,13,0
2022-03-23 00:20:00,weather-pro-1,0,73,13,0
2022-03-23 00:25:00,weather-pro-1,0,72,14,0
2022-03-23 00:30:00,weather-pro-1,0,71,12,0
2022-03-23 00:35:00,weather-pro-1,0,71,13,0
2022-03-23 00:40:00,weather-pro-1,0,72,13,0
2022-03-23 00:45:00,weather-pro-1,0,71,13,0
2022-03-23 00:50:00,weather-pro-1,0,70,13,0
2022-03-23 00:55:00,weather-pro-1,0,70,13,0
2022-03-23 01:00:00,weather-pro-1,-1,72,13,0
2022-03-23 01:05:00,weather-pro-1,-1,73,12,0
2022-03-23 01:10:00,weather-pro-1,-1,73,11,0
2022-03-23 01:15:00,weather-pro-1,-1,74,11,0
2022-03-23 01:20:00,weather-pro-1,-1,74,11,0
2022-03-23 01:25:00,weather-pro-1,-1,74,10,0
2022-03-23 01:30:00,weather-pro-1,-1,75,10,0
2022-03-23 01:35:00,weather-pro-1,-1,75,11,0
2022-03-23 01:40:00,weather-pro-1,-1,74,11,0
2022-03-23 01:45:00,weather-pro-1,-1,74,11,0
2022-03-23 01:50:00,weather-pro-1,-1,74,11,0
2022-03-23 01:55:00,weather-pro-1,-1,74,10,0
2022-03-23 02:00:00,weather-pro-1,-1,76,11,0
2022-03-23 02:05:00,weather-pro-1,-1,78,12,0
2022-03-23 02:10:00,weather-pro-1,-1,78,12,0
2022-03-23 02:15:00,weather-pro-1,-1,78,11,0
2022-03-23 02:20:00,weather-pro-1,-1,79,11,0
2022-03-23 02:25:00,weather-pro-1,-1,79,10,0
2022-03-23 02:30:00,weather-pro-1,-1,80,11,0
2022-03-23 02:35:00,weather-pro-1,-1,80,11,0
2022-03-23 02:40:00,weather-pro-1,-1,84,12,0
2022-03-23 02:45:00,weather-pro-1,-1,85,11,0
2022-03-23 02:50:00,weather-pro-1,-2,85,11,0
2022-03-23 02:55:00,weather-pro-1,-2,85,11,0
2022-03-23 03:00:00,weather-pro-1,-2,87,11,0
2022-03-23 03:05:00,weather-pro-1,-2,89,10,0
2022-03-23 03:10:00,weather-pro-1,-2,90,10,0
2022-03-23 03:15:00,weather-pro-1,-2,92,9,0
2022-03-23 03:20:00,weather-pro-1,-2,95,9,0
2022-03-23 03:25:00,weather-pro-1,-2,94,9,0
2022-03-23 03:30:00,weather-pro-1,-2,94,9,0
2022-03-23 03:35:00,weather-pro-1,-2,95,8,0
2022-03-23 03:40:00,weather-pro-1,-2,96,9,0
2022-03-23 03:45:00,weather-pro-1,-2,95,8,0
2022-03-23 03:50:00,weather-pro-1,-2,94,9,0
2022-03-23 03:55:00,weather-pro-1,-2,96,9,0
2022-03-23 04:00:00,weather-pro-1,-2,95,10,0
2022-03-23 04:05:00,weather-pro-1,-2,96,9,0
2022-03-23 04:10:00,weather-pro-1,-2,97,10,0
2022-03-23 04:15:00,weather-pro-1,-2,98,10,0
2022-03-23 04:20:00,weather-pro-1,-2,98,9,0
2022-03-23 04:25:00,weather-pro-1,-2,98,9,0
2022-03-23 04:30:00,weather-pro-1,-2,99,8,0
2022-03-23 04:35:00,weather-pro-1,-2,100,9,0
2022-03-23 04:40:00,weather-pro-1,-2,100,8,0
2022-03-23 04:45:00,weather-pro-1,-2,99,9,0
2022-03-23 04:50:00,weather-pro-1,-3,100,9,0
2022-03-23 04:55:00,weather-pro-1,-3,100,8,0
2022-03-23 05:00:00,weather-pro-1,-3,95,10,0
2022-03-23 05:05:00,weather-pro-1,-3,100,10,0
2022-03-23 05:10:00,weather-pro-1,-3,99,12,0
2022-03-23 05:15:00,weather-pro-1,-3,98,11,0
2022-03-23 05:20:00,weather-pro-1,-3,99,11,0
2022-03-23 05:25:00,weather-pro-1,-3,99,9,0
2022-03-23 05:30:00,weather-pro-1,-3,97,11,0
2022-03-23 05:35:00,weather-pro-1,-3,100,10,0
2022-03-23 05:40:00,weather-pro-1,-3,100,12,0
2022-03-23 05:45:00,weather-pro-1,-2,100,11,0
2022-03-23 05:50:00,weather-pro-1,-2,100,13,0
2022-03-23 05:55:00,weather-pro-1,-2,99,11,0
2022-03-23 06:00:00,weather-pro-1,-1,95,8,0
2022-03-23 06:05:00,weather-pro-1,-1,95,8,0
2022-03-23 06:10:00,weather-pro-1,0,94,8,0
2022-03-23 06:15:00,weather-pro-1,0,94,9,0
2022-03-23 06:20:00,weather-pro-1,0,93,7,0
2022-03-23 06:25:00,weather-pro-1,0,92,7,0
2022-03-23 06:30:00,weather-pro-1,0,94,6,0
2022-03-23 06:35:00,weather-pro-1,0,94,6,0
2022-03-23 06:40:00,weather-pro-1,0,93,7,0
2022-03-23 06:45:00,weather-pro-1,0,93,7,0
2022-03-23 06:50:00,weather-pro-1,0,92,7,0
2022-03-23 06:55:00,weather-pro-1,0,92,7,0
2022-03-23 07:00:00,weather-pro-1,1,82,10,0
2022-03-23 07:05:00,weather-pro-1,1,80,9,0
2022-03-23 07:10:00,weather-pro-1,2,80,9,0
2022-03-23 07:15:00,weather-pro-1,2,78,9,0
2022-03-23 07:20:00,weather-pro-1,3,78,8,0
2022-03-23 07:25:00,weather-pro-1,3,79,8,0
2022-03-23 07:30:00,weather-pro-1,3,77,8,0
2022-03-23 07:35:00,weather-pro-1,3,77,7,0
2022-03-23 07:40:00,weather-pro-1,3,78,7,1
2022-03-23 07:45:00,weather-pro-1,3,78,9,1
2022-03-23 07:50:00,weather-pro-1,3,77,8,1
2022-03-23 07:55:00,weather-pro-1,3,77,8,1
2022-03-23 08:00:00,weather-pro-1,3,75,10,1
2022-03-23 08:05:00,weather-pro-1,4,74,12,1
2022-03-23 08:10:00,weather-pro-1,4,70,13,1
2022-03-23 08:15:00,weather-pro-1,5,70,14,1
2022-03-23 08:20:00,weather-pro-1,5,71,13,2
2022-03-23 08:25:00,weather-pro-1,5,69,12,2
2022-03-23 08:30:00,weather-pro-1,5,67,13,2
2022-03-23 08:35:00,weather-pro-1,5,60,15,2
2022-03-23 08:40:00,weather-pro-1,5,62,12,2
2022-03-23 08:45:00,weather-pro-1,5,63,11,2
2022-03-23 08:50:00,weather-pro-1,5,64,13,2
2022-03-23 08:55:00,weather-pro-1,5,60,13,2
2022-03-23 09:00:00,weather-pro-1,5,58,15,2
2022-03-23 09:05:00,weather-pro-1,6,57,17,2
2022-03-23 09:10:00,weather-pro-1,6,59,16,3
2022-03-23 09:15:00,weather-pro-1,7,55,17,3
2022-03-23 09:20:00,weather-pro-1,7,52,18,3
2022-03-23 09:25:00,weather-pro-1,7,52,18,3
2022-03-23 09:30:00,weather-pro-1,7,52,15,3
2022-03-23 09:35:00,weather-pro-1,7,51,16,3
2022-03-23 09:40:00,weather-pro-1,7,50,17,3
2022-03-23 09:45:00,weather-pro-1,7,50,17,3
2022-03-23 09:50:00,weather-pro-1,7,50,17,3
2022-03-23 09:55:00,weather-pro-1,7,50,17,3
2022-03-23 10:00:00,weather-pro-1,7,48,20,3
2022-03-23 10:05:00,weather-pro-1,8,44,20,3
2022-03-23 10:10:00,weather-pro-1,8,45,19,3
2022-03-23 10:15:00,weather-pro-1,8,45,19,3
2022-03-23 10:20:00,weather-pro-1,9,44,20,4
2022-03-23 10:25:00,weather-pro-1,9,42,20,4
2022-03-23 10:30:00,weather-pro-1,9,42,19,4
2022-03-23 10:35:00,weather-pro-1,9,43,18,4
2022-03-23 10:40:00,weather-pro-1,9,42,17,4
2022-03-23 10:45:00,weather-pro-1,9,42,20,4
2022-03-23 10:50:00,weather-pro-1,9,44,21,4
2022-03-23 10:55:00,weather-pro-1,9,42,20,4
2022-03-23 11:00:00,weather-pro-1,9,38,24,4
2022-03-23 11:05:00,weather-pro-1,9,37,22,4
2022-03-23 11:10:00,weather-pro-1,10,36,22,5
2022-03-23 11:15:00,weather-pro-1,10,38,24,5
2022-03-23 11:20:00,weather-pro-1,10,38,24,5
2022-03-23 11:25:00,weather-pro-1,10,39,24,5
2022-03-23 11:30:00,weather-pro-1,10,36,24,5
2022-03-23 11:35:00,weather-pro-1,10,39,26,5
2022-03-23 11:40:00,weather-pro-1,10,39,24,5
2022-03-23 11:45:00,weather-pro-1,10,38,24,5
2022-03-23 11:50:00,weather-pro-1,10,38,26,5
2022-03-23 11:55:00,weather-pro-1,10,38,26,5
2022-03-23 12:00:00,weather-pro-1,10,35,26,5
2022-03-23 12:05:00,weather-pro-1,10,35,27,5
2022-03-23 12:10:00,weather-pro-1,11,35,28,5
2022-03-23 12:15:00,weather-pro-1,11,36,29,5
2022-03-23 12:20:00,weather-pro-1,11,36,30,5
2022-03-23 12:25:00,weather-pro-1,11,36,30,5
2022-03-23 12:30:00,weather-pro-1,11,36,28,5
2022-03-23 12:35:00,weather-pro-1,11,35,29,5
2022-03-23 12:40:00,weather-pro-1,11,37,28,5
2022-03-23 12:45:00,weather-pro-1,11,37,27,5
2022-03-23 12:50:00,weather-pro-1,11,37,28,5
2022-03-23 12:55:00,weather-pro-1,11,36,28,5
2022-03-23 13:00:00,weather-pro-1,11,35,29,5
2022-03-23 13:05:00,weather-pro-1,11,35,30,5
2022-03-23 13:10:00,weather-pro-1,11,35,28,5
2022-03-23 13:15:00,weather-pro-1,12,36,27,5
2022-03-23 13:20:00,weather-pro-1,12,36,29,5
2022-03-23 13:25:00,weather-pro-1,12,34,28,5
2022-03-23 13:30:00,weather-pro-1,12,34,30,5
2022-03-23 13:35:00,weather-pro-1,12,35,30,5
2022-03-23 13:40:00,weather-pro-1,12,36,28,5
2022-03-23 13:45:00,weather-pro-1,12,34,28,5
2022-03-23 13:50:00,weather-pro-1,12,35,29,5
2022-03-23 13:55:00,weather-pro-1,12,36,28,5
2022-03-23 14:00:00,weather-pro-1,11,35,28,4
2022-03-23 14:05:00,weather-pro-1,11,35,26,4
2022-03-23 14:10:00,weather-pro-1,11,34,26,4
2022-03-23 14:15:00,weather-pro-1,11,33,25,4
2022-03-23 14:20:00,weather-pro-1,11,32,24,4
2022-03-23 14:25:00,weather-pro-1,11,33,24,4
2022-03-23 14:30:00,weather-pro-1,11,32,23,4
2022-03-23 14:35:00,weather-pro-1,11,31,24,4
2022-03-23 14:40:00,weather-pro-1,11,33,25,4
2022-03-23 14:45:00,weather-pro-1,11,32,24,4
2022-03-23 14:50:00,weather-pro-1,11,31,23,4
2022-03-23 14:55:00,weather-pro-1,11,31,23,4
2022-03-23 15:00:00,weather-pro-1,11,32,22,4
2022-03-23 15:05:00,weather-pro-1,11,31,21,3
2022-03-23 15:10:00,weather-pro-1,11,30,23,3
2022-03-23 15:15:00,weather-pro-1,11,32,23,3
2022-03-23 15:20:00,weather-pro-1,11,32,20,3
2022-03-23 15:25:00,weather-pro-1,11,31,20,3
2022-03-23 15:30:00,weather-pro-1,11,31,20,3
2022-03-23 15:35:00,weather-pro-1,11,32,21,3
2022-03-23 15:40:00,weather-pro-1,11,33,21,3
2022-03-23 15:45:00,weather-pro-1,11,33,21,3
2022-03-23 15:50:00,weather-pro-1,10,30,22,2
2022-03-23 15:55:00,weather-pro-1,10,30,22,2
2022-03-23 16:00:00,weather-pro-1,10,32,22,2
2022-03-23 16:05:00,weather-pro-1,10,33,19,2
2022-03-23 16:10:00,weather-pro-1,10,33,19,2
2022-03-23 16:15:00,weather-pro-1,10,32,21,2
2022-03-23 16:20:00,weather-pro-1,10,32,21,2
2022-03-23 16:25:00,weather-pro-1,10,31,20,2
2022-03-23 16:30:00,weather-pro-1,10,31,20,2
2022-03-23 16:35:00,weather-pro-1,10,32,21,2
2022-03-23 16:40:00,weather-pro-1,10,32,22,2
2022-03-23 16:45:00,weather-pro-1,9,34,20,2
2022-03-23 16:50:00,weather-pro-1,9,32,20,2
2022-03-23 16:55:00,weather-pro-1,9,33,19,2
2022-03-23 17:00:00,weather-pro-1,8,35,18,2
2022-03-23 17:05:00,weather-pro-1,8,36,18,2
2022-03-23 17:10:00,weather-pro-1,8,38,17,2
2022-03-23 17:15:00,weather-pro-1,8,39,17,1
2022-03-23 17:20:00,weather-pro-1,8,39,16,1
2022-03-23 17:25:00,weather-pro-1,8,39,15,1
2022-03-23 17:30:00,weather-pro-1,8,38,14,1
2022-03-23 17:35:00,weather-pro-1,8,35,16,1
2022-03-23 17:40:00,weather-pro-1,8,37,17,1
2022-03-23 17:45:00,weather-pro-1,8,39,17,1
2022-03-23 17:50:00,weather-pro-1,8,37,18,1
2022-03-23 17:55:00,weather-pro-1,7,37,17,1
2022-03-23 18:00:00,weather-pro-1,7,44,15,1
2022-03-23 18:05:00,weather-pro-1,7,44,15,1
2022-03-23 18:10:00,weather-pro-1,6,45,14,0
2022-03-23 18:15:00,weather-pro-1,6,42,13,0
2022-03-23 18:20:00,weather-pro-1,6,43,13,0
2022-03-23 18:25:00,weather-pro-1,6,45,13,0
2022-03-23 18:30:00,weather-pro-1,6,46,13,0
2022-03-23 18:35:00,weather-pro-1,6,46,13,0
2022-03-23 18:40:00,weather-pro-1,6,47,15,0
2022-03-23 18:45:00,weather-pro-1,6,47,14,0
2022-03-23 18:50:00,weather-pro-1,6,45,14,0
2022-03-23 18:55:00,weather-pro-1,5,44,14,0
2022-03-23 19:00:00,weather-pro-1,5,50,11,0
2022-03-23 19:05:00,weather-pro-1,5,51,11,0
2022-03-23 19:10:00,weather-pro-1,5,51,10,0
2022-03-23 19:15:00,weather-pro-1,5,52,10,0
2022-03-23 19:20:00,weather-pro-1,5,52,10,0
2022-03-23 19:25:00,weather-pro-1,5,50,9,0
2022-03-23 19:30:00,weather-pro-1,5,50,9,0
2022-03-23 19:35:00,weather-pro-1,5,50,8,0
2022-03-23 19:40:00,weather-pro-1,5,50,8,0
2022-03-23 19:45:00,weather-pro-1,5,51,9,0
2022-03-23 19:50:00,weather-pro-1,5,50,8,0
2022-03-23 19:55:00,weather-pro-1,4,50,8,0
2022-03-23 20:00:00,weather-pro-1,4,54,8,0
2022-03-23 20:05:00,weather-pro-1,3,55,8,0
2022-03-23 20:10:00,weather-pro-1,3,55,8,0
2022-03-23 20:15:00,weather-pro-1,3,55,9,0
2022-03-23 20:20:00,weather-pro-1,3,54,9,0
2022-03-23 20:25:00,weather-pro-1,3,53,7,0
2022-03-23 20:30:00,weather-pro-1,3,53,7,0
2022-03-23 20:35:00,weather-pro-1,3,52,7,0
2022-03-23 20:40:00,weather-pro-1,3,55,7,0
2022-03-23 20:45:00,weather-pro-1,3,55,7,0
2022-03-23 20:50:00,weather-pro-1,3,56,6,0
2022-03-23 20:55:00,weather-pro-1,3,55,6,0
2022-03-23 21:00:00,weather-pro-1,3,55,7,0
2022-03-23 21:05:00,weather-pro-1,2,56,7,0
2022-03-23 21:10:00,weather-pro-1,2,59,7,0
2022-03-23 21:15:00,weather-pro-1,2,58,8,0
2022-03-23 21:20:00,weather-pro-1,2,58,8,0
2022-03-23 21:25:00,weather-pro-1,2,57,7,0
2022-03-23 21:30:00,weather-pro-1,2,57,7,0
2022-03-23 21:35:00,weather-pro-1,2,59,6,0
2022-03-23 21:40:00,weather-pro-1,2,59,6,0
2022-03-23 21:45:00,weather-pro-1,2,57,6,0
2022-03-23 21:50:00,weather-pro-1,2,58,7,0
2022-03-23 21:55:00,weather-pro-1,2,58,8,0
2022-03-23 22:00:00,weather-pro-1,2,60,8,0
2022-03-23 22:05:00,weather-pro-1,1,60,9,0
2022-03-23 22:10:00,weather-pro-1,0,60,9,0
2022-03-23 22:15:00,weather-pro-1,0,60,8,0
2022-03-23 22:20:00,weather-pro-1,0,58,8,0
2022-03-23 22:25:00,weather-pro-1,0,59,7,0
2022-03-23 22:30:00,weather-pro-1,0,59,7,0
2022-03-23 22:35:00,weather-pro-1,0,58,7,0
2022-03-23 22:40:00,weather-pro-1,0,61,6,0
2022-03-23 22:45:00,weather-pro-1,0,61,6,0
2022-03-23 22:50:00,weather-pro-1,0,62,6,0
2022-03-23 22:55:00,weather-pro-1,0,61,7,0
2022-03-23 23:00:00,weather-pro-1,0,64,7,0
2022-03-23 23:05:00,weather-pro-1,-1,64,7,0
2022-03-23 23:10:00,weather-pro-1,-1,63,6,0
2022-03-23 23:15:00,weather-pro-1,-1,65,8,0
2022-03-23 23:20:00,weather-pro-1,-1,65,7,0
2022-03-23 23:25:00,weather-pro-1,-1,66,7,0
2022-03-23 23:30:00,weather-pro-1,-1,67,7,0
2022-03-23 23:35:00,weather-pro-1,-1,67,6,0
2022-03-23 23:40:00,weather-pro-1,-1,67,7,0
2022-03-23 23:45:00,weather-pro-1,-1,66,7,0
2022-03-23 23:50:00,weather-pro-1,-1,66,6,0
2022-03-23 23:55:00,weather-pro-1,-1,66,7,0
